code,name,start,latestPrice,latestMarket,minPrice,maxPrice,lastPercent,upDays
600121,郑州煤电,1998-01-07,5.87,71.52,1.74,9.5883,30,5
300280,紫天科技,2011-12-29,48.89,79.23,6.9158,60.34,25,5
002595,豪迈科技,2011-06-28,33.13,265.04,4.331,36.05,21,8
300616,尚品宅配,2017-03-07,83.84,166.56,42.5439,125.7158,21,6
