code,name,start,latestPrice,latestMarket,minPrice,maxPrice,lastPercent,upDays
000564,供销大集,1994-01-10,2.32,138.78,1.74,16.2223,33,7
603026,石大胜华,2015-05-29,66.23,134.23,8.7974,69.37,24,4
